Week,Phase,Date,Day,Morning_Mobility,Main_Session,Main_Duration,Main_Details,Secondary_Session,Secondary_Duration,Secondary_Details,Intensity,Nutrition_Pre,Nutrition_Post,Swim_km,Bike_km,Run_km,Weekly_Swim_Total,Weekly_Bike_Total,Weekly_Run_Total,Notes
17,Progression,2026-04-20,Monday,15 min - hips ankles hamstrings,STRENGTH,30,PUSH + CORE,,,Moderate,Toast + honey + coffee,Protein shake + banana,0,0,0,0,0,0,Week 17 - Race Simulation
17,Progression,2026-04-21,Tuesday,10 min - quick version,RUN,65,10km trail hills,,,Zone 3-4,Toast + honey + coffee,Full breakfast,0,0,10,0,0,10,
17,Progression,2026-04-22,Wednesday,15 min - standard routine,RUN,65,10km race pace effort,,,Race pace,Toast + honey + coffee,Full breakfast,0,0,10,0,0,20,
17,Progression,2026-04-23,Thursday,10 min - quick version,BIKE,105,Race effort simulation,STRENGTH,30,PULL,Race pace,Toast + honey + coffee,Full breakfast,0,45,0,0,45,20,
17,Progression,2026-04-24,Friday,20 min - extended,STRENGTH,30,LEGS,,,Moderate,Toast + honey + coffee,Full breakfast,0,0,0,0,45,20,
17,Progression,2026-04-25,Saturday,10 min - quick version,BIKE,150,Full race simulation,RUN,40,8km brick,Race pace,Race breakfast,Race nutrition,0,60,8,0,105,28,DRESS REHEARSAL
17,Progression,2026-04-26,Sunday,10 min - quick version,RUN,60,10km easy recovery,,,Zone 1-2,Full breakfast 2h before,Large recovery meal,0,0,10,0,105,38,
18,Recovery,2026-04-27,Monday,15 min - hips ankles hamstrings,STRENGTH,25,PUSH + CORE light,,,Light,Toast + honey + coffee,Protein shake + banana,0,0,0,0,0,0,Week 18 - RECOVERY
18,Recovery,2026-04-28,Tuesday,10 min - quick version,RUN,40,6km easy,,,Zone 1-2,Toast + honey + coffee,Full breakfast,0,0,6,0,0,6,
18,Recovery,2026-04-29,Wednesday,15 min - standard routine,REST,0,Active recovery,,,Recovery,Normal meals,Normal meals,0,0,0,0,0,6,
18,Recovery,2026-04-30,Thursday,10 min - quick version,BIKE,70,Easy endurance,,,Zone 2,Toast + honey + coffee,Full breakfast,0,30,0,0,30,6,
18,Recovery,2026-05-01,Friday,20 min - extended mobility,STRENGTH,25,LEGS light,,,Light,Toast + honey + coffee,Full breakfast,0,0,0,0,30,6,
18,Recovery,2026-05-02,Saturday,10 min - quick version,RUN,50,8km easy,,,Zone 2,Full breakfast 2h before,Recovery meal,0,0,8,0,30,14,
18,Recovery,2026-05-03,Sunday,10 min - quick version,BIKE,80,Easy endurance + brick,RUN,35,7km easy,Zone 1-2,Full breakfast 2h before,Recovery meal,0,40,7,0,70,21,
19,Taper,2026-05-04,Monday,15 min - hips ankles hamstrings,STRENGTH,30,PUSH + CORE,,,Moderate,Toast + honey + coffee,Protein shake + banana,0,0,0,0,0,0,Week 19 - TAPER begins
19,Taper,2026-05-05,Tuesday,10 min - quick version,RUN,55,8km tempo with hills,,,Zone 3,Toast + honey + coffee,Full breakfast,0,0,8,0,0,8,
19,Taper,2026-05-06,Wednesday,15 min - standard routine,RUN,50,8km with race pace segments,,,Zone 2-4,Toast + honey + coffee,Full breakfast,0,0,8,0,0,16,
19,Taper,2026-05-07,Thursday,10 min - quick version,BIKE,80,Race pace intervals 4x8min,,,Zone 3-4,Toast + honey + coffee,Full breakfast,0,35,0,0,35,16,
19,Taper,2026-05-08,Friday,20 min - extended,STRENGTH,25,LEGS light,,,Light,Toast + honey + coffee,Full breakfast,0,0,0,0,35,16,
19,Taper,2026-05-09,Saturday,10 min - quick version,BIKE,100,Moderate long ride,,,Zone 2,Full breakfast 2h before,Recovery meal,0,42,0,0,77,16,
19,Taper,2026-05-10,Sunday,10 min - quick version,RUN,75,12km - last long run,,,Zone 2,Full breakfast 2h before,Large recovery meal,0,0,12,0,77,28,
20,Taper,2026-05-11,Monday,15 min - hips ankles hamstrings,STRENGTH,25,Light maintenance,,,Light,Toast + honey + coffee,Protein shake + banana,0,0,0,0,0,0,Week 20 - Taper continues
20,Taper,2026-05-12,Tuesday,10 min - quick version,RUN,40,6km easy + strides,,,Zone 2,Toast + honey + coffee,Full breakfast,0,0,6,0,0,6,
20,Taper,2026-05-13,Wednesday,15 min - standard routine,REST,0,Active recovery,,,Recovery,Normal meals,Normal meals,0,0,0,0,0,6,
20,Taper,2026-05-14,Thursday,10 min - quick version,BIKE,60,Easy + race power touches,,,Zone 2-4,Toast + honey + coffee,Full breakfast,0,25,0,0,25,6,
20,Taper,2026-05-15,Friday,20 min - extended,REST,0,Complete rest,,,Recovery,Normal meals,Normal meals,0,0,0,0,25,6,
20,Taper,2026-05-16,Saturday,10 min - quick version,BIKE,70,Easy endurance,,,Zone 2,Full breakfast 2h before,Recovery meal,0,30,0,0,55,6,
20,Taper,2026-05-17,Sunday,10 min - quick version,RUN,55,9km easy,,,Zone 2,Full breakfast 2h before,Recovery meal,0,0,9,0,55,15,
21,Race,2026-05-18,Monday,15 min - hips ankles hamstrings,STRENGTH,25,Core only,,,Light,Toast + honey + coffee,Normal meal,0,0,0,0,0,0,Week 21 - RACE WEEK Grizzlyman
21,Race,2026-05-19,Tuesday,10 min - quick version,SWIM,40,1200m easy openers,,,Zone 2,Toast + honey + coffee,Full breakfast,1.2,0,0,1.2,0,0,Race prep swim
21,Race,2026-05-20,Wednesday,15 min - standard routine,RUN,30,5km easy + strides,,,Zone 2,Toast + honey + coffee,Full breakfast,0,0,5,1.2,0,5,
21,Race,2026-05-21,Thursday,10 min - quick version,BIKE,45,Easy spin + openers,,,Zone 2-4,Toast + honey + coffee,Full breakfast,0,20,0,1.2,20,5,
21,Race,2026-05-22,Friday,20 min - extended,REST,0,Complete rest,,,Recovery,Carb loading,Carb loading,0,0,0,1.2,20,5,
21,Race,2026-05-23,Saturday,10 min - quick version,SWIM,10,Easy openers,BIKE,15,Easy spin,Zone 1-2,Carb loading,Carb loading,0.5,15,0,1.7,35,5,Shake out
21,Race,2026-05-24,Sunday,Pre-race routine,RACE,300,GRIZZLYMAN HALF IRONMAN,,,Race,Race breakfast 3h before,Race nutrition,1.9,90,21.1,3.6,125,26.1,A RACE!
22,Recovery,2026-05-25,Monday,15 min - gentle,REST,0,Complete rest,,,Recovery,Normal meals,Normal meals,0,0,0,0,0,0,Week 22 - POST-RACE RECOVERY
22,Recovery,2026-05-26,Tuesday,15 min - gentle,WALK,30,Easy walk,,,Zone 1,Normal meals,Normal meals,0,0,0,0,0,0,
22,Recovery,2026-05-27,Wednesday,15 min - gentle,RUN,30,4km very easy jog,,,Zone 1,Normal meals,Normal meals,0,0,4,0,0,4,
22,Recovery,2026-05-28,Thursday,15 min - gentle,BIKE,40,Very easy spin,,,Zone 1,Normal meals,Normal meals,0,15,0,0,15,4,
22,Recovery,2026-05-29,Friday,15 min - gentle,REST,0,Rest,,,Recovery,Normal meals,Normal meals,0,0,0,0,15,4,
22,Recovery,2026-05-30,Saturday,15 min - gentle,RUN,35,5km easy,,,Zone 1,Normal meals,Normal meals,0,0,5,0,15,9,
22,Recovery,2026-05-31,Sunday,15 min - gentle,BIKE,50,Easy endurance,,,Zone 1-2,Normal meals,Normal meals,0,20,0,0,35,9,
23,Race,2026-06-01,Monday,15 min - hips ankles hamstrings,STRENGTH,25,Light full body,,,Light,Toast + honey + coffee,Protein shake + banana,0,0,0,0,0,0,Week 23 - RACE WEEK Czechman
23,Race,2026-06-02,Tuesday,10 min - quick version,SWIM,40,1200m easy technique,,,Zone 1-2,Toast + honey + coffee,Full breakfast,1.2,0,0,1.2,0,0,Race prep swim
23,Race,2026-06-03,Wednesday,15 min - standard routine,RUN,35,5km easy,,,Zone 1-2,Toast + honey + coffee,Full breakfast,0,0,5,1.2,0,5,
23,Race,2026-06-04,Thursday,10 min - quick version,BIKE,50,Easy + openers,,,Zone 2,Toast + honey + coffee,Full breakfast,0,20,0,1.2,20,5,
23,Race,2026-06-05,Friday,20 min - extended,REST,0,Rest before race,,,Recovery,Carb loading,Carb loading,0,0,0,1.2,20,5,
23,Race,2026-06-06,Saturday,10 min - quick version,SWIM,20,Easy openers,BIKE,15,Easy spin,Zone 1-2,Carb loading,Carb loading,0.4,10,0,1.6,30,5,Shake out
23,Race,2026-06-07,Sunday,Pre-race routine,RACE,270,CZECHMAN HALF IRONMAN,,,Race,Race breakfast 3h before,Race nutrition,1.9,90,21.1,3.5,120,26.1,B RACE
24,Build_2,2026-06-08,Monday,15 min - hips ankles hamstrings,REST,0,Complete rest,,,Recovery,Normal meals,Normal meals,0,0,0,0,0,0,Week 24 - REBUILD begins
24,Build_2,2026-06-09,Tuesday,10 min - quick version,RUN,40,6km easy,,,Zone 1-2,Toast + honey + coffee,Full breakfast,0,0,6,0,0,6,
24,Build_2,2026-06-10,Wednesday,15 min - standard routine,RUN,55,Hill Repeats - Vítkov from Karlín,,,Zone 3-4,Toast + honey + coffee,Full breakfast,0,0,8,0,0,14,
24,Build_2,2026-06-11,Thursday,10 min - quick version,BIKE,70,Easy endurance,STRENGTH,30,PULL,Zone 2,Toast + honey + coffee,Full breakfast,0,28,0,0,28,14,
24,Build_2,2026-06-12,Friday,20 min - extended,STRENGTH,25,LEGS light,,,Light,Toast + honey + coffee,Full breakfast,0,0,0,0,28,14,
24,Build_2,2026-06-13,Saturday,10 min - quick version,BIKE,95,Moderate endurance,,,Zone 2,Full breakfast 2h before,Recovery meal,0,40,0,0,68,14,
24,Build_2,2026-06-14,Sunday,10 min - quick version,RUN,65,10km easy,,,Zone 2,Full breakfast 2h before,Recovery meal,0,0,10,0,68,24,
25,Build_2,2026-06-15,Monday,15 min - hips ankles hamstrings,STRENGTH,30,PUSH + CORE,,,Moderate,Toast + honey + coffee,Protein shake + banana,0,0,0,0,0,0,Week 25 - Build volume
25,Build_2,2026-06-16,Tuesday,10 min - quick version,RUN,65,10km trail hills,,,Zone 3-4,Toast + honey + coffee,Full breakfast,0,0,10,0,0,10,
25,Build_2,2026-06-17,Wednesday,15 min - standard routine,RUN,55,9km tempo 20min,,,Zone 3,Toast + honey + coffee,Full breakfast,0,0,9,0,0,19,
25,Build_2,2026-06-18,Thursday,10 min - quick version,BIKE,90,Sweet spot 3x12min,STRENGTH,30,PULL,Zone 3-4,Toast + honey + coffee,Full breakfast,0,38,0,0,38,19,
25,Build_2,2026-06-19,Friday,20 min - extended,STRENGTH,30,LEGS,,,Moderate,Toast + honey + coffee,Full breakfast,0,0,0,0,38,19,
25,Build_2,2026-06-20,Saturday,10 min - quick version,BIKE,115,Long ride + hills,,,Zone 2-3,Full breakfast 2h before,Recovery meal,0,48,0,0,86,19,
25,Build_2,2026-06-21,Sunday,10 min - quick version,RUN,90,15km long trail run,,,Zone 2,Full breakfast 2h before,Large recovery meal,0,0,15,0,86,34,
26,Build_2,2026-06-22,Monday,15 min - hips ankles hamstrings,STRENGTH,30,PUSH + CORE,,,Moderate,Toast + honey + coffee,Protein shake + banana,0,0,0,0,0,0,Week 26 - Peak rebuild
26,Build_2,2026-06-23,Tuesday,10 min - quick version,RUN,55,Hill Repeats - Vítkov from Karlín,,,Zone 3-4,Toast + honey + coffee,Full breakfast,0,0,8,0,0,8,
26,Build_2,2026-06-24,Wednesday,15 min - standard routine,RUN,60,10km with 5x1km intervals,,,Zone 4,Toast + honey + coffee,Full breakfast,0,0,10,0,0,18,
26,Build_2,2026-06-25,Thursday,10 min - quick version,BIKE,100,Threshold 2x20min @ FTP,STRENGTH,30,PULL,Zone 4,Toast + honey + coffee,Full breakfast,0,42,0,0,42,18,
26,Build_2,2026-06-26,Friday,20 min - extended,STRENGTH,30,LEGS,,,Moderate,Toast + honey + coffee,Full breakfast,0,0,0,0,42,18,
26,Build_2,2026-06-27,Saturday,10 min - quick version,BIKE,120,Race simulation - flat fast,,,Zone 2-3,Full breakfast 2h before,Recovery meal,0,50,0,0,92,18,Vitoria prep
26,Build_2,2026-06-28,Sunday,10 min - quick version,RUN,90,15km long trail run,,,Zone 2,Full breakfast 2h before,Large recovery meal,0,0,15,0,92,33,
27,Taper_2,2026-06-29,Monday,15 min - hips ankles hamstrings,STRENGTH,25,PUSH + CORE light,,,Light,Toast + honey + coffee,Protein shake + banana,0,0,0,0,0,0,Week 27 - Taper for Vitoria
27,Taper_2,2026-06-30,Tuesday,10 min - quick version,RUN,55,8km tempo with hills,,,Zone 3,Toast + honey + coffee,Full breakfast,0,0,8,0,0,8,
27,Taper_2,2026-07-01,Wednesday,15 min - standard routine,RUN,50,8km race pace,,,Zone 2-4,Toast + honey + coffee,Full breakfast,0,0,8,0,0,16,
27,Taper_2,2026-07-02,Thursday,10 min - quick version,BIKE,75,Race pace intervals 4x8min,,,Zone 3-4,Toast + honey + coffee,Full breakfast,0,32,0,0,32,16,
27,Taper_2,2026-07-03,Friday,20 min - extended,STRENGTH,25,LEGS light,,,Light,Toast + honey + coffee,Full breakfast,0,0,0,0,32,16,
27,Taper_2,2026-07-04,Saturday,10 min - quick version,BIKE,90,Moderate long ride,,,Zone 2,Full breakfast 2h before,Recovery meal,0,38,0,0,70,16,
27,Taper_2,2026-07-05,Sunday,10 min - quick version,RUN,65,10km easy,,,Zone 2,Full breakfast 2h before,Recovery meal,0,0,10,0,70,26,
28,Race,2026-07-06,Monday,15 min - hips ankles hamstrings,STRENGTH,25,Core only,,,Light,Toast + honey + coffee,Normal meal,0,0,0,0,0,0,Week 28 - RACE WEEK Vitoria
28,Race,2026-07-07,Tuesday,10 min - quick version,SWIM,40,1200m easy openers,,,Zone 2,Toast + honey + coffee,Full breakfast,1.2,0,0,1.2,0,0,Race prep swim
28,Race,2026-07-08,Wednesday,15 min - standard routine,RUN,30,5km easy + strides,,,Zone 2,Toast + honey + coffee,Full breakfast,0,0,5,1.2,0,5,
28,Race,2026-07-09,Thursday,10 min - quick version,BIKE,45,Easy spin + openers,,,Zone 2-4,Toast + honey + coffee,Full breakfast,0,20,0,1.2,20,5,
28,Race,2026-07-10,Friday,20 min - extended,REST,0,Travel to Vitoria,,,Recovery,Carb loading,Carb loading,0,0,0,1.2,20,5,
28,Race,2026-07-11,Saturday,10 min - quick version,SWIM,25,Easy openers,BIKE,15,Easy spin,Zone 1-2,Carb loading,Carb loading,0.5,10,0,1.7,30,5,Shake out
28,Race,2026-07-12,Sunday,Pre-race routine,RACE,300,VITORIA-GASTEIZ HALF IRONMAN,,,Race,Race breakfast 3h before,Race nutrition,1.9,90,21.1,3.6,120,26.1,A RACE!
29,Recovery_2,2026-07-13,Monday,15 min - gentle,REST,0,Complete rest,,,Recovery,Normal meals,Normal meals,0,0,0,0,0,0,Week 29 - POST-VITORIA RECOVERY
29,Recovery_2,2026-07-14,Tuesday,15 min - gentle,WALK,30,Easy walk,,,Zone 1,Normal meals,Normal meals,0,0,0,0,0,0,
29,Recovery_2,2026-07-15,Wednesday,15 min - gentle,RUN,30,4km very easy jog,,,Zone 1,Normal meals,Normal meals,0,0,4,0,0,4,
29,Recovery_2,2026-07-16,Thursday,15 min - gentle,BIKE,40,Very easy spin,,,Zone 1,Normal meals,Normal meals,0,15,0,0,15,4,
29,Recovery_2,2026-07-17,Friday,15 min - gentle,REST,0,Rest,,,Recovery,Normal meals,Normal meals,0,0,0,0,15,4,
29,Recovery_2,2026-07-18,Saturday,15 min - gentle,RUN,35,5km easy,,,Zone 1,Normal meals,Normal meals,0,0,5,0,15,9,
29,Recovery_2,2026-07-19,Sunday,15 min - gentle,BIKE,50,Easy endurance,,,Zone 1-2,Normal meals,Normal meals,0,20,0,0,35,9,
30,Recovery_2,2026-07-20,Monday,15 min - hips ankles hamstrings,STRENGTH,25,Light work,,,Light,Toast + honey + coffee,Protein shake + banana,0,0,0,0,0,0,Week 30 - Rebuild
30,Recovery_2,2026-07-21,Tuesday,10 min - quick version,RUN,45,7km easy,,,Zone 2,Toast + honey + coffee,Full breakfast,0,0,7,0,0,7,
30,Recovery_2,2026-07-22,Wednesday,15 min - standard routine,RUN,50,Hill Repeats - Vítkov from Karlín,,,Zone 3-4,Toast + honey + coffee,Full breakfast,0,0,7,0,0,14,
30,Recovery_2,2026-07-23,Thursday,10 min - quick version,BIKE,65,Moderate endurance,STRENGTH,30,PULL,Zone 2,Toast + honey + coffee,Full breakfast,0,28,0,0,28,14,
30,Recovery_2,2026-07-24,Friday,20 min - extended,STRENGTH,25,LEGS,,,Moderate,Toast + honey + coffee,Full breakfast,0,0,0,0,28,14,
30,Recovery_2,2026-07-25,Saturday,10 min - quick version,BIKE,85,Endurance ride,,,Zone 2,Full breakfast 2h before,Recovery meal,0,35,0,0,63,14,
30,Recovery_2,2026-07-26,Sunday,10 min - quick version,RUN,65,10km easy,,,Zone 2,Full breakfast 2h before,Recovery meal,0,0,10,0,63,24,
31,Build_3,2026-07-27,Monday,15 min - hips ankles hamstrings,STRENGTH,30,PUSH + CORE,,,Moderate,Toast + honey + coffee,Protein shake + banana,0,0,0,0,0,0,Week 31 - Build for Hradec
31,Build_3,2026-07-28,Tuesday,10 min - quick version,RUN,65,10km trail hills,,,Zone 3-4,Toast + honey + coffee,Full breakfast,0,0,10,0,0,10,
31,Build_3,2026-07-29,Wednesday,15 min - standard routine,RUN,55,9km tempo 20min,,,Zone 3,Toast + honey + coffee,Full breakfast,0,0,9,0,0,19,
31,Build_3,2026-07-30,Thursday,10 min - quick version,BIKE,85,Sweet spot 3x10min,STRENGTH,30,PULL,Zone 3-4,Toast + honey + coffee,Full breakfast,0,35,0,0,35,19,
31,Build_3,2026-07-31,Friday,20 min - extended,STRENGTH,30,LEGS,,,Moderate,Toast + honey + coffee,Full breakfast,0,0,0,0,35,19,
31,Build_3,2026-08-01,Saturday,10 min - quick version,BIKE,100,Long endurance,,,Zone 2,Full breakfast 2h before,Recovery meal,0,42,0,0,77,19,
31,Build_3,2026-08-02,Sunday,10 min - quick version,RUN,80,15km long trail run,,,Zone 2,Full breakfast 2h before,Large recovery meal,0,0,15,0,77,34,
32,Taper_3,2026-08-03,Monday,15 min - hips ankles hamstrings,STRENGTH,25,Light work,,,Light,Toast + honey + coffee,Protein shake + banana,0,0,0,0,0,0,Week 32 - Mini-taper
32,Taper_3,2026-08-04,Tuesday,10 min - quick version,RUN,45,7km easy + strides,,,Zone 2,Toast + honey + coffee,Full breakfast,0,0,7,0,0,7,
32,Taper_3,2026-08-05,Wednesday,15 min - standard routine,RUN,50,8km tempo with hills,,,Zone 3,Toast + honey + coffee,Full breakfast,0,0,8,0,0,15,
32,Taper_3,2026-08-06,Thursday,10 min - quick version,BIKE,65,Easy + race power touches,,,Zone 2-4,Toast + honey + coffee,Full breakfast,0,28,0,0,28,15,
32,Taper_3,2026-08-07,Friday,20 min - extended,REST,0,Active recovery,,,Recovery,Normal meals,Normal meals,0,0,0,0,28,15,
32,Taper_3,2026-08-08,Saturday,10 min - quick version,BIKE,75,Easy endurance,,,Zone 2,Full breakfast 2h before,Recovery meal,0,32,0,0,60,15,
32,Taper_3,2026-08-09,Sunday,10 min - quick version,RUN,55,9km easy,,,Zone 2,Full breakfast 2h before,Recovery meal,0,0,9,0,60,24,
33,Race,2026-08-10,Monday,15 min - hips ankles hamstrings,STRENGTH,25,Core only,,,Light,Toast + honey + coffee,Normal meal,0,0,0,0,0,0,Week 33 - RACE WEEK Hradec
33,Race,2026-08-11,Tuesday,10 min - quick version,SWIM,35,1000m easy openers,,,Zone 2,Toast + honey + coffee,Normal meal,1.0,0,0,1.0,0,0,Race prep swim
33,Race,2026-08-12,Wednesday,15 min - standard routine,RUN,25,4km easy + strides,,,Zone 2,Toast + honey + coffee,Full breakfast,0,0,4,1.0,0,4,
33,Race,2026-08-13,Thursday,10 min - quick version,BIKE,40,Easy spin + openers,,,Zone 2-4,Toast + honey + coffee,Full breakfast,0,18,0,1.0,18,4,
33,Race,2026-08-14,Friday,20 min - extended,REST,0,Complete rest,,,Recovery,Carb loading,Carb loading,0,0,0,1.0,18,4,
33,Race,2026-08-15,Saturday,10 min - quick version,SWIM,20,Easy openers,BIKE,15,Easy spin,Zone 1-2,Carb loading,Carb loading,0.4,10,0,1.4,28,4,Shake out
33,Race,2026-08-16,Sunday,Pre-race routine,RACE,270,HRADEC KRALOVE HALF IRONMAN,,,Race,Race breakfast 3h before,Race nutrition,1.9,90,21.1,3.3,118,25.1,FINAL RACE!
